id_idescat,ine_code,nom,poblacio,lat,lon,comarca
430666,43066,Els Garidells,190,41.20745,1.24755,Alt Camp
431191,43119,Puigpelat,1163,41.27796,1.29813,Alt Camp
430108,43010,Alió,458,41.2986,1.30355,Alt Camp
431135,43113,El Pont D'Armentera,488,41.383,1.36287,Alt Camp
431080,43108,El Pla De Santa Maria,2348,41.36538,1.28872,Alt Camp
430982,43098,Nulles,509,41.24911,1.29693,Alt Camp
430897,43089,Montferri,403,41.26558,1.36531,Alt Camp
430363,43036,Cabra del Camp,1175,41.3954,1.27586,Alt Camp
430918,43091,Mont-ral,168,41.28702,1.09811,Alt Camp
430831,43083,El Milà,190,41.24852,1.20643,Alt Camp
430803,43080,La Masó,280,41.23461,1.22117,Alt Camp
431606,43160,Vallmoll,1774,41.24461,1.2488,Alt Camp
431704,43170,Vila-rodona,1276,41.31102,1.3581,Alt Camp
431652,43165,Vilabella,729,41.24807,1.33246,Alt Camp
430056,43005,Alcover,5144,41.26248,1.17098,Alt Camp
430593,43059,Figuerola del Camp,329,41.37141,1.26534,Alt Camp
431613,43161,Valls,24477,41.28544,1.24946,Alt Camp
431205,43120,Querol,518,41.42372,1.39788,Alt Camp
430347,43034,Bràfim,695,41.26931,1.3409,Alt Camp
431248,43124,La Riba,585,41.31789,1.17704,Alt Camp
430017,43001,Aiguamúrcia,930,41.32962,1.35868,Alt Camp
431346,43134,El Rourell,372,41.2236,1.21754,Alt Camp
431325,43132,Rodonyà,494,41.2774,1.4,Alt Camp
170470,17047,Castelló d'Empúries,111,42.25565,3.07505,Alt Empordà
171208,17120,Palau-saverdera,1456,42.30748,3.14737,Alt Empordà
170144,17014,La Vajol,89,42.40368,2.80008,Alt Empordà
171518,17151,Riumors,246,42.22747,3.04197,Alt Empordà
171788,17178,Sant Pere Pescador,209,42.18975,3.09269,Alt Empordà
170412,17041,Cantallops,309,42.42211,2.92548,Alt Empordà
171766,17176,Sant Mori,166,42.15515,2.99037,Alt Empordà
170160,17016,Bàscara,1001,42.15812,2.91073,Alt Empordà
171194,17119,Palau de Santa Eulàlia,90,42.17743,2.96959,Alt Empordà
171289,17128,Pau,557,41.38768,2.17186,Alt Empordà
171292,17129,Pedret i Marzà,191,42.30853,3.07265,Alt Empordà
171753,17175,Sant Miquel de Fluvià,761,42.1758,2.99068,Alt Empordà
170427,17042,Capmany,611,42.36641,2.92758,Alt Empordà
171024,17102,Maçanet de Cabrenys,698,42.38138,2.71827,Alt Empordà
171002,17100,Masarac,288,42.35081,2.97287,Alt Empordà
171061,17106,Mollet de Peralada,198,42.35993,3.00037,Alt Empordà
171984,17198,Torroella de Fluvià,703,42.17527,3.03972,Alt Empordà
170329,17032,Cadaqués,2695,42.28876,3.27797,Alt Empordà
171962,17196,Terrades,338,42.30994,2.83808,Alt Empordà
170524,17052,Siurana,171,41.25811,0.93236,Alt Empordà
171117,17111,Navata,1427,42.22409,2.86145,Alt Empordà
170031,17003,Albanyà,155,42.30479,2.72045,Alt Empordà
170293,17029,Boadella i les Escaules,272,42.33044,2.85651,Alt Empordà
171886,17188,La Selva De Mar,195,42.32417,3.18707,Alt Empordà
172348,17234,Biure,241,42.33803,2.89544,Alt Empordà
170059,17005,El Far D'Empordà,602,42.25209,2.99568,Alt Empordà
170314,17031,Cabanelles,267,42.23035,2.82001,Alt Empordà
171870,17187,Camallera I Llampaies Saus,856,42.12032,2.96695,Alt Empordà
171156,17115,Ordis,361,42.21468,2.89263,Alt Empordà
170307,17030,Cabanes,968,42.31053,2.97318,Alt Empordà
171432,17143,Rabós,184,42.40261,3.0476,Alt Empordà
172214,17221,Vilafant,5421,42.25284,2.94257,Alt Empordà
171827,17182,Santa Llogaia d'Àlguema,368,42.23351,2.95194,Alt Empordà
172109,17210,Ventalló,846,42.14895,3.02695,Alt Empordà
171523,17152,Roses,19807,42.26052,3.2081,Alt Empordà
171328,17132,Peralada,1898,42.30835,3.00944,Alt Empordà
170123,17012,Avinyonet de Puigventós,1641,42.25361,2.9126,Alt Empordà
170643,17064,Espolla,412,42.39095,3.00069,Alt Empordà
171582,17158,Sant Climent Sescebes,707,42.36877,2.98119,Alt Empordà
170741,17074,Fortià,787,42.24065,3.03259,Alt Empordà
170600,17060,Darnius,537,42.36693,2.8334,Alt Empordà
170754,17075,Garrigàs,451,42.19277,2.95444,Alt Empordà
170773,17077,Garriguella,853,42.3431,3.06764,Alt Empordà
170622,17062,L' Escala,10244,42.11985,3.12277,Alt Empordà
171387,17138,Portbou,1063,42.4272,3.15977,Alt Empordà
171404,17140,El Port De La Selva,958,42.33873,3.20496,Alt Empordà
171365,17136,Pontós,260,42.18965,2.90761,Alt Empordà
170669,17066,Figueres,47235,42.26551,2.9581,Alt Empordà
172229,17222,Vilaür,158,42.14373,2.95475,Alt Empordà
172288,17228,Vilanant,386,42.25512,2.8892,Alt Empordà
172305,17230,Vila-sacra,758,42.2654,3.01821,Alt Empordà
172272,17227,Vilamaniscle,212,42.37537,3.06732,Alt Empordà
171352,17135,Pont de Molins,516,42.31439,2.93039,Alt Empordà
170268,17026,Borrassà,733,42.21367,2.93258,Alt Empordà
170926,17092,Llançà,4775,42.36159,3.14503,Alt Empordà
172142,17214,Vilabertran,993,42.28263,2.98131,Alt Empordà
170545,17054,Colera,445,42.40408,3.15224,Alt Empordà
172235,17223,Vilajuïga,1116,42.32581,3.09332,Alt Empordà
170118,17011,L' Armentera,951,42.17176,3.0739,Alt Empordà
170887,17088,Lladó,844,42.24804,2.81471,Alt Empordà
170865,17086,La Jonquera,332,42.41813,2.87392,Alt Empordà
170010,17001,Agullana,863,42.39365,2.84587,Alt Empordà
171714,17171,Sant Llorenç de la Muga,265,42.32253,2.78856,Alt Empordà
172253,17225,Vilamacolum,377,42.19634,3.05708,Alt Empordà
172266,17226,Vilamalla,1161,42.22251,2.97256,Alt Empordà
170932,17093,Llers,1237,42.29388,2.91141,Alt Empordà
170519,17051,Cistella,282,42.26846,2.84805,Alt Empordà
172174,17217,Viladamat,458,42.13288,3.07453,Alt Empordà
80581,08058,Castellet i la Gornal,2382,41.25354,1.5925,Alt Penedès
80850,08085,Font-rubí,1414,41.4347,1.59107,Alt Penedès
81228,08122,Mediona,2369,41.47981,1.62751,Alt Penedès
82877,08287,Torrelavit,1422,41.44646,1.73005,Alt Penedès
83041,08304,Vilobí del Penedès,1102,41.38881,1.66212,Alt Penedès
80919,08091,Gelida,767,41.43991,1.8672,Alt Penedès
82883,08288,Torrelles de Foix,2398,41.38831,1.56872,Alt Penedès
83054,08305,Vilafranca del Penedès,40154,41.34613,1.69794,Alt Penedès
80654,08065,Castellví de la Marca,1575,41.33248,1.59359,Alt Penedès
80945,08094,La Granada,2208,41.37583,1.72225,Alt Penedès
80272,08027,Les Cabanyes,979,41.37194,1.68883,Alt Penedès
82270,08227,Sant Martí Sarroca,3261,41.38583,1.61161,Alt Penedès
81688,08168,Pontons,528,41.41628,1.51602,Alt Penedès
82401,08240,Sant Sadurní d'Anoia,12841,41.42618,1.78675,Alt Penedès
82227,08222,Sant Llorenç d'Hortons,2428,41.466,1.82306,Alt Penedès
82325,08232,Sant Pere de Riudebitlles,238,41.4505,1.7044,Alt Penedès
82068,08206,Sant Cugat Sesgarrigues,1009,41.36347,1.75327,Alt Penedès
81748,08174,Puigdàlber,524,41.40437,1.70071,Alt Penedès
82362,08236,Sant Quintí de Mediona,2317,41.46287,1.66356,Alt Penedès
81542,08154,Pacs del Penedès,918,41.36059,1.67273,Alt Penedès
82515,08251,Santa Margarida i els Monjos,7676,41.31407,1.66149,Alt Penedès
82495,08249,Santa Fe del Penedès,367,41.38493,1.72073,Alt Penedès
80137,08013,Avinyonet del Penedès,1697,41.35475,1.78581,Alt Penedès
81640,08164,El Pla Del Penedès,1275,41.41792,1.71192,Alt Penedès
82732,08273,Subirats,3104,41.41598,1.81665,Alt Penedès
81458,08145,Olèrdola,3768,41.31816,1.72469,Alt Penedès
81461,08146,Olesa de Bonesvalls,184,41.35024,1.84896,Alt Penedès
251556,25155,Organyà,771,42.21195,1.32781,Alt Urgell
250447,25044,Bassella,217,42.01691,1.29588,Alt Urgell
259062,25906,Les Valls D'Aguilar,245,42.28881,1.23136,Alt Urgell
252038,25203,La Seu D'Urgell,12206,42.35758,1.45555,Alt Urgell
250306,25030,El Pont De Bar,152,42.37204,1.60522,Alt Urgell
251497,25149,Oliana,1843,42.06697,1.31439,Alt Urgell
251403,25140,Montferrer i Castellbò,1034,42.36628,1.34692,Alt Urgell
259097,25909,La Vansa I Fórnols,149,42.24618,1.5015,Alt Urgell
252398,25239,Les Valls De Valira,784,42.4042,1.4628,Alt Urgell
250328,25032,Arsèguel,81,42.35005,1.58294,Alt Urgell
259084,25908,Fígols i Alinyà,244,42.19819,1.39517,Alt Urgell
251654,25165,Peramola,347,42.09096,1.26985,Alt Urgell
251850,25185,Ribera d'Urgellet,932,42.28659,1.42414,Alt Urgell
250714,25071,Cava,45,42.32529,1.60552,Alt Urgell
250058,25005,Alàs i Cerc,320,42.32449,1.54023,Alt Urgell
250616,25061,Cabó,93,42.23889,1.24714,Alt Urgell
259101,25910,Josa i Tuixén,103,42.25459,1.6081,Alt Urgell
250772,25077,Coll de Nargó,540,42.17382,1.3162,Alt Urgell
250886,25088,Estamariu,125,42.37316,1.52283,Alt Urgell
252458,25245,Vilaller,549,42.47697,0.71706,Alta Ribagorça
250432,25043,La Vall De Boí,1019,42.52249,0.83446,Alta Ribagorça
251734,25173,El Pont De Suert,2257,42.40792,0.73992,Alta Ribagorça
80608,08060,Castellfollit de Riubregós,162,41.77589,1.43794,Anoia
82286,08228,Sant Martí Sesgueioles,342,41.70185,1.49122,Anoia
82264,08226,Sant Martí de Tous,1228,41.56069,1.52351,Anoia
80082,08008,Argençola,219,41.59808,1.44377,Anoia
81629,08162,Els Hostalets De Pierola,298,41.53483,1.76854,Anoia
81192,08119,Masquefa,9402,41.5014,1.81416,Anoia
80636,08063,Castellolí,626,41.59802,1.69976,Anoia
80713,08071,Copons,321,41.36844,2.15357,Anoia
81043,08104,La Llacuna,903,41.47173,1.53236,Anoia
81038,08103,Jorba,833,41.60142,1.54689,Anoia
81022,08102,Igualada,40742,41.58478,1.62265,Anoia
82508,08250,Santa Margarida de Montbui,10225,41.55687,1.60303,Anoia
81653,08165,La Pobla De Claramunt,2185,41.55484,1.67557,Anoia
80253,08025,El Bruc,211,41.58059,1.7799,Anoia
80288,08028,Cabrera d'Anoia,1482,41.49361,1.71009,Anoia
81521,08152,Orpí,151,41.51866,1.57567,Anoia
80312,08031,Calaf,3656,41.73255,1.51354,Anoia
81764,08176,Pujalt,210,41.71673,1.42143,Anoia
81614,08161,Piera,16134,41.52175,1.75023,Anoia
83020,08302,Vilanova del Camí,12596,41.57028,1.63919,Anoia
80364,08036,Calonge de Segarra,188,41.76261,1.47761,Anoia
80214,08021,Bellprat,64,41.51706,1.4335,Anoia
82573,08257,Santa Maria de Miralles,119,41.49471,1.52673,Anoia
80446,08044,Capellades,5342,41.53096,1.68592,Anoia
81705,08170,Els Prats De Rei,537,41.70614,1.54326,Anoia
82922,08292,Vallbona d'Anoia,1357,41.51831,1.70756,Anoia
82861,08286,La Torre De Claramunt,3741,41.53491,1.6621,Anoia
81430,08143,Òdena,3668,41.60612,1.64182,Anoia
81859,08185,Rubió,239,41.64428,1.56976,Anoia
80484,08048,Carme,785,41.53183,1.62035,Anoia
82975,08297,Veciana,175,41.65595,1.48865,Anoia
81332,08133,Montmaneu,151,41.62586,1.41539,Anoia
81897,08189,Sant Pere Sallavinera,151,41.736,1.57494,Anoia
82747,08274,Súria,5948,41.83164,1.75375,Bages
80847,08084,Fonollosa,1459,41.7577,1.72469,Bages
80109,08010,Artés,5762,41.79635,1.95147,Bages
80023,08002,Aguilar de Segarra,282,41.73921,1.62751,Bages
81825,08182,El Pont De Vilomara I Rocafort,3907,41.70095,1.87083,Bages
80902,08090,Gaià,183,41.91643,1.92534,Bages
82129,08212,Sant Feliu Sasserra,605,41.94445,2.02075,Bages
81918,08191,Sallent,6735,41.82711,1.89223,Bages
81136,08113,Manresa,78245,41.72928,1.82252,Bages
81398,08139,Mura,220,41.69984,1.97684,Bages
81271,08127,Monistrol de Montserrat,3139,41.61078,1.84342,Bages
80983,08098,Sant Salvador de Guardiola,3221,41.6796,1.76575,Bages
80386,08038,Callús,2129,41.78229,1.78371,Bages
82135,08213,Sant Fruitós de Bages,8837,41.75093,1.87462,Bages
82188,08218,Sant Joan de Vilatorrada,10998,41.74281,1.8038,Bages
81419,08141,Navàs,6018,41.90005,1.8784,Bages
81402,08140,Navarcles,6057,41.74972,1.91481,Bages
82423,08242,Marganell,266,41.6405,1.79031,Bages
81923,08192,Santpedor,7604,41.78455,1.83793,Bages
80180,08018,Balsareny,3192,41.86346,1.87452,Bages
81786,08178,Rajadell,534,41.72843,1.70614,Bages
80620,08062,Castellnou de Bages,1437,41.83434,1.83679,Bages
82628,08262,Sant Vicenç de Castellet,9767,41.66816,1.86463,Bages
82299,08229,Sant Mateu de Bages,608,41.79672,1.73274,Bages
80538,08053,Castellbell i el Vilar,3719,41.6291,1.86415,Bages
80121,08012,Avinyó,2289,41.3811,2.17623,Bages
82779,08277,Talamanca,209,41.73684,1.97775,Bages
80478,08047,Cardona,4639,41.91361,1.67971,Bages
80594,08059,Castellfollit del Boix,447,41.66587,1.68427,Bages
80615,08061,Castellgalí,2119,41.67472,1.84353,Bages
431166,43116,Prades,588,41.30671,0.99163,Baix Camp
430884,43088,Montbrió del Camp,2909,41.12193,1.00478,Baix Camp
430574,43057,La Febró,40,41.27759,1.00433,Baix Camp
430385,43038,Cambrils,34734,41.06668,1.06036,Baix Camp
431671,43167,Vilanova d'Escornalbou,565,41.11353,0.93697,Baix Camp
431690,43169,Vilaplana,555,41.24614,1.02989,Baix Camp
430810,43081,Maspujols,823,41.18162,1.04515,Baix Camp
431785,43178,Vinyols i els Arcs,2124,41.11365,1.04064,Baix Camp
431286,43128,Riudecols,1189,41.1683,0.97656,Baix Camp
431188,43118,Pratdip,726,41.05093,0.87139,Baix Camp
431270,43127,Riudecanyes,1146,41.12921,0.96236,Baix Camp
430173,43017,L' Argentera,117,41.13751,0.90894,Baix Camp
430537,43053,Duesaigües,244,41.14583,0.93012,Baix Camp
430094,43009,Alforja,1783,41.20661,0.9534,Baix Camp
430923,43092,Mont-roig del Camp,1246,41.08655,0.96061,Baix Camp
430311,43031,Les Borges Del Camp,2056,41.17021,1.02092,Baix Camp
430458,43045,Colldejou,168,41.10161,0.87228,Baix Camp
431628,43162,Vandellòs i l'Hospitalet de l'Infant,6603,40.9909,0.92367,Baix Camp
430332,43033,Botarell,1077,41.13527,0.98983,Baix Camp
430038,43003,L' Albiol,500,41.25203,1.0896,Baix Camp
430424,43042,Castellvell del Camp,2828,41.18781,1.08975,Baix Camp
430075,43007,L' Aleixar,893,41.2011,1.04575,Baix Camp
431299,43129,Riudoms,6569,41.13874,1.05483,Baix Camp
431233,43123,Reus,106168,41.14983,1.10553,Baix Camp
430115,43011,Almoster,1341,41.20026,1.10173,Baix Camp
431457,43145,La Selva Del Camp,5683,41.20506,1.12571,Baix Camp
430154,43015,Arbolí,127,41.2426,0.94877,Baix Camp
430398,43039,Capafonts,111,41.29543,1.0272,Baix Camp
431021,43102,Paüls,545,40.92202,0.40015,Baix Ebre
430136,43013,L' Ametlla De Mar,6866,40.88394,0.79965,Baix Ebre
439060,43906,L' Ampolla,3277,40.81286,0.71421,Baix Ebre
431042,43104,El Perelló,2826,40.89598,0.69629,Baix Ebre
430521,43052,Xerta,1154,40.90841,0.48917,Baix Ebre
431554,43155,Tortosa,33439,40.81258,0.52144,Baix Ebre
439018,43901,Deltebre,11578,40.73381,0.73427,Baix Ebre
430081,43008,Alfara de Carles,376,40.84694,0.36542,Baix Ebre
430069,43006,Aldover,905,40.87994,0.49921,Baix Ebre
439044,43904,L' Aldea,4147,40.74557,0.61867,Baix Ebre
439039,43903,Camarles,3194,40.77093,0.669,Baix Ebre
430252,43025,Benifallet,723,40.97331,0.51692,Baix Ebre
431495,43149,Tivenys,902,40.9075,0.51126,Baix Ebre
431331,43133,Roquetes,8079,40.82094,0.50205,Baix Ebre
171910,17191,Serra de Daró,222,42.02761,3.07233,Baix Empordà
172039,17203,Ultramort,225,42.03758,3.03446,Baix Empordà
171175,17117,Palafrugell,23244,41.91791,3.16288,Baix Empordà
172044,17204,Ullà,1177,42.05044,3.10835,Baix Empordà
172327,17232,Vilopriu,204,42.10569,2.9935,Baix Empordà
170813,17081,Gualta,402,42.02639,3.10373,Baix Empordà
171978,17197,Torrent,164,41.95141,3.1328,Baix Empordà
171100,17110,Mont-ras,168,41.90812,3.15172,Baix Empordà
172095,17209,Vall-llobrega,897,41.88083,3.12897,Baix Empordà
172057,17205,Ullastret,274,41.99982,3.06844,Baix Empordà
170558,17055,Colomers,174,42.08452,2.98818,Baix Empordà
171959,17195,La Tallada D'Empordà,454,42.07892,3.05609,Baix Empordà
171241,17124,Pals,2395,41.97085,3.1472,Baix Empordà
170852,17085,Jafre,387,42.07281,3.01069,Baix Empordà
170139,17013,Begur,3891,41.95355,3.20256,Baix Empordà
172116,17211,Verges,1169,42.06271,3.0426,Baix Empordà
171215,17121,Palau-sator,310,41.98879,3.10988,Baix Empordà
170182,17018,Bellcaire d'Empordà,678,42.0792,3.09582,Baix Empordà
171609,17160,Sant Feliu de Guíxols,22097,41.78593,3.01257,Baix Empordà
170577,17057,Corçà,1268,41.98726,3.01444,Baix Empordà
171267,17126,Parlavà,391,42.02073,3.04009,Baix Empordà
170486,17048,Castell-Platja d'Aro,1103,41.81795,3.06686,Baix Empordà
171306,17130,La Pera,435,42.01507,2.97256,Baix Empordà
171181,17118,Palamós,18135,41.85025,3.12175,Baix Empordà
179026,17902,Forallac,1695,41.94768,3.08768,Baix Empordà
171997,17199,Torroella de Montgrí,11836,42.04191,3.12653,Baix Empordà
171812,17181,Santa Cristina d'Aro,5287,41.83128,2.98756,Baix Empordà
170708,17070,Fontanilles,146,42.00995,3.10804,Baix Empordà
170221,17022,La Bisbal D'Empordà,11159,41.95865,3.03979,Baix Empordà
170681,17068,Foixà,303,42.03998,2.99752,Baix Empordà
170767,17076,Garrigoles,167,42.10719,3.0304,Baix Empordà
170046,17004,Albons,759,42.10485,3.08392,Baix Empordà
171447,17144,Regencós,276,41.95216,3.16974,Baix Empordà
179011,17901,Monells I Sant Sadurní De L'Heura Cruïlles,127,41.95706,2.99223,Baix Empordà
171539,17153,Rupià,273,42.01403,3.01257,Baix Empordà
170340,17034,Calonge i Sant Antoni,11331,41.86379,3.07265,Baix Empordà
80734,08073,Cornellà de Llobregat,89936,41.35738,2.07072,Baix Llobregat
83015,08301,Viladecans,67197,41.3153,2.01332,Baix Llobregat
81141,08114,Martorell,28772,41.4795,1.92305,Baix Llobregat
82080,08208,Sant Esteve Sesrovires,7696,41.49778,1.86958,Baix Llobregat
82009,08200,Sant Boi de Llobregat,845,41.34584,2.03504,Baix Llobregat
80689,08068,Cervelló,9077,41.39631,1.95894,Baix Llobregat
81960,08196,Sant Andreu de la Barca,27569,41.44702,1.97283,Baix Llobregat
81574,08157,Pallejà,11622,41.42139,1.99728,Baix Llobregat
81234,08123,Molins de Rei,2594,41.41345,2.01824,Baix Llobregat
81691,08169,El Prat De Llobregat,65385,41.3246,2.09349,Baix Llobregat
80728,08072,Corbera de Llobregat,14882,41.41772,1.93262,Baix Llobregat
80667,08066,Castellví de Rosanes,1933,41.45002,1.89954,Baix Llobregat
81477,08147,Olesa de Montserrat,24144,41.54517,1.89134,Baix Llobregat
80569,08056,Castelldefels,6746,41.28002,1.97663,Baix Llobregat
82042,08204,Sant Climent de Llobregat,416,41.33759,1.99672,Baix Llobregat
82956,08295,Vallirana,15312,41.38486,1.93173,Baix Llobregat
80765,08076,Esparreguera,22302,41.54845,1.87218,Baix Llobregat
80207,08020,Begues,73,41.33097,1.92264,Baix Llobregat
80898,08089,Gavà,47057,41.30283,2.00193,Baix Llobregat
81580,08158,El Papiol,4172,41.43824,2.00995,Baix Llobregat
82896,08289,Torrelles de Llobregat,6073,41.35543,1.97935,Baix Llobregat
80771,08077,Esplugues de Llobregat,4715,41.37669,2.08581,Baix Llobregat
80692,08069,Collbató,4544,41.56445,1.81477,Baix Llobregat
82212,08221,Sant Just Desvern,1867,41.38333,2.06666,Baix Llobregat
82114,08211,Sant Feliu de Llobregat,45467,41.38467,2.04946,Baix Llobregat
89058,08905,La Palma De Cervelló,2992,41.41359,1.96904,Baix Llobregat
82634,08263,Sant Vicenç dels Horts,28268,41.38984,2.00359,Baix Llobregat
82172,08217,Sant Joan Despí,34267,41.36735,2.05668,Baix Llobregat
82444,08244,Santa Coloma de Cervelló,8268,41.36778,2.01765,Baix Llobregat
80018,08001,Abrera,12538,41.51753,1.90178,Baix Llobregat
430022,43002,Albinyana,2468,41.24498,1.48624,Baix Penedès
430167,43016,L' Arboç,5609,41.26599,1.60203,Baix Penedès
430206,43020,Banyeres del Penedès,3207,41.27945,1.58082,Baix Penedès
430901,43090,El Montmell,1582,41.34145,1.49182,Baix Penedès
431634,43163,El Vendrell,38373,41.21967,1.53431,Baix Penedès
430379,43037,Calafell,27601,41.19384,1.56646,Baix Penedès
430799,43079,Masllorenç,505,41.267,1.42897,Baix Penedès
430249,43024,Bellvei,2237,41.2398,1.57722,Baix Penedès
431378,43137,Sant Jaume dels Domenys,2624,41.29982,1.55901,Baix Penedès
430748,43074,Llorenç del Penedès,2395,41.28428,1.54871,Baix Penedès
430304,43030,Bonastre,685,41.22107,1.43995,Baix Penedès
430287,43028,La Bisbal Del Penedès,3631,41.27942,1.4888,Baix Penedès
430516,43051,Cunit,13533,41.19802,1.62803,Baix Penedès
431401,43140,Santa Oliva,3353,41.24543,1.54508,Baix Penedès
82457,08245,Santa Coloma de Gramenet,120443,41.44459,2.21032,Barcelonès
80193,08019,Barcelona,1664182,41.3874,2.16857,Barcelonès
80155,08015,Badalona,223166,41.44696,2.24496,Barcelonès
81944,08194,Sant Adrià de Besòs,37447,41.42668,2.22458,Barcelonès
81017,08101,L' Hospitalet De Llobregat,269382,41.36619,2.11649,Barcelonès
82554,08255,Santa Maria de Merlès,184,42.00384,1.97668,Berguedà
81666,08166,La Pobla De Lillet,1093,42.24456,1.97531,Berguedà
89030,08903,Sant Julià de Cerdanyola,229,42.22347,1.89191,Berguedà
80240,08024,Borredà,464,42.13476,1.99396,Berguedà
80116,08011,Avià,222,42.07821,1.82026,Berguedà
81770,08177,La Quar,49,42.0808,1.96164,Berguedà
81304,08130,Montclar,139,42.01811,1.76499,Berguedà
80168,08016,Bagà,214,42.25262,1.86171,Berguedà
81901,08190,Saldes,278,42.22901,1.73594,Berguedà
81326,08132,Montmajor,469,42.01913,1.73611,Berguedà
81424,08142,La Nou De Berguedà,162,42.16639,1.88441,Berguedà
82166,08216,Sant Jaume de Frontanyà,30,42.18717,2.02385,Berguedà
81445,08144,Olvan,858,42.05662,1.90546,Berguedà
81884,08188,Sagàs,145,42.03217,1.93924,Berguedà
81751,08175,Puig-reig,4295,41.97394,1.8791,Berguedà
83089,08308,Viver i Serrateix,172,41.95514,1.80259,Berguedà
80575,08057,Castell de l'Areny,67,42.17309,1.9452,Berguedà
80500,08050,Castellar del Riu,176,42.1207,1.76263,Berguedà
80497,08049,Casserres,1588,42.01208,1.84342,Berguedà
82994,08299,Vilada,419,42.13671,1.93374,Berguedà
80459,08045,Capolat,84,42.08315,1.7548,Berguedà
82687,08268,Cercs,115,42.14687,1.86019,Berguedà
80996,08099,Guardiola de Berguedà,941,42.2326,1.88001,Berguedà
82938,08293,Vallcebre,249,42.20355,1.81806,Berguedà
251001,25100,Gósol,206,42.23722,1.65967,Berguedà
80930,08093,Gisclareny,26,42.27173,1.7831,Berguedà
80522,08052,Castellar de n'Hug,156,42.28295,2.01722,Berguedà
80229,08022,Berga,1676,42.10126,1.84392,Berguedà
80787,08078,L' Espunyola,242,42.05357,1.77124,Berguedà
80804,08080,Fígols,43,42.18081,1.83663,Berguedà
80924,08092,Gironella,4946,42.03436,1.88184,Berguedà
259139,25913,Riu de Cerdanya,93,42.34511,1.82591,Cerdanya
170242,17024,Bolvir,375,42.418,1.87989,Cerdanya
